sku,estoque
Cromus_1443241,0
Cromus_1443250,0
Cromus_1443251,0
Cromus_1443258,0
Cromus_1443259,0
Cromus_1443261,0
Cromus_1443269,0
Cromus_1443270,0
Cromus_1443272,0
Cromus_1443273,0
Cromus_1443275,0
Cromus_1443277,0
Cromus_1443278,0
Cromus_1443290,0
Cromus_1443291,0
Cromus_1443292,0
Cromus_1443293,0
Cromus_1443294,0
Cromus_1443295,0
Cromus_1443296,0
Cromus_1443297,0
Cromus_1443298,0
Cromus_1443299,0
Cromus_1443300,0
Cromus_1443301,0
Cromus_1443306,0
Cromus_1443307,0
Cromus_1443309,0
Cromus_1443315,0
Cromus_1443316,0
Cromus_1443324,0
Cromus_1443326,0
Cromus_1443327,0
Cromus_1443328,0
Cromus_1443329,0
Cromus_1443330,0
Cromus_1443333,0
Cromus_1443338,0
Cromus_1510033,0
Cromus_1510034,0
Cromus_1510040,0
Cromus_1510041,0
Cromus_1510302,0
Cromus_1510303,0
Cromus_1510305,0
Cromus_1510307,0
Cromus_1510308,0
Cromus_1510309,0
Cromus_1510310,0
Cromus_1510312,0
Cromus_1510318,0
Cromus_1510319,0
Cromus_1510321,0
Cromus_1510324,0
Cromus_1510397,0
Cromus_1510398,0
Cromus_1510399,0
Cromus_1510401,0
Cromus_1510404,0
Cromus_1510405,0
Cromus_1510406,0
Cromus_1510407,0
Cromus_1510408,0
Cromus_1510409,0
Cromus_1510410,0
Cromus_1510504,0
Cromus_1510506,0
Cromus_1510507,0
Cromus_1510514,0
Cromus_1510517,0
Cromus_1510803,0
Cromus_1510804,0
Cromus_1510806,0
Cromus_1510871,0
Cromus_1510951,0
Cromus_1510994,0
Cromus_1511040,0
Cromus_1511122,0
Cromus_1511143,0
Cromus_1511180,0
Cromus_1511325,0
Cromus_1511467,0
Cromus_1511469,0
Cromus_1511471,0
Cromus_1511472,0
Cromus_1511486,0
Cromus_1511487,0
Cromus_1511489,0
Cromus_1511499,0
Cromus_1511500,0
Cromus_1511504,0
Cromus_1511505,0
Cromus_1511837,0
Cromus_1511850,0
Cromus_1511856,0
Cromus_1511857,0
Cromus_1511859,0
Cromus_1511860,0
Cromus_1511864,0
Cromus_1511865,0
Cromus_1511874,0
Cromus_1511879,0
Cromus_1511882,0
Cromus_1511883,0
Cromus_1511884,0
Cromus_1511887,0
Cromus_1511888,0
Cromus_1511892,0
Cromus_1511893,0
Cromus_1511963,0
Cromus_1511964,0
Cromus_1512016,0
Cromus_1512017,0
Cromus_1512018,0
Cromus_1512019,0
Cromus_1512034,0
Cromus_1512035,0
Cromus_1512036,0
Cromus_1512043,0
Cromus_1512061,0
Cromus_1512129,0
Cromus_1512130,0
Cromus_1512141,0
Cromus_1512142,0
Cromus_1512174,0
Cromus_1512283,0
Cromus_1512451,0
Cromus_1512452,0
Cromus_1512454,0
Cromus_1512456,0
Cromus_1512457,0
Cromus_1512458,0
Cromus_1512459,0
Cromus_1512461,0
Cromus_1512463,0
Cromus_1512464,0
Cromus_1512465,0
Cromus_1512466,0
Cromus_1512468,0
Cromus_1512470,0
Cromus_1512507,0
Cromus_1512722,0
Cromus_1513064,0
Cromus_1513071,0
Cromus_1513086,0
Cromus_1513087,0
Cromus_1513125,0
Cromus_1513606,0
Cromus_1513607,0
Cromus_1513632,0
Cromus_1513635,0
Cromus_1513824,0
Cromus_1513825,0
Cromus_1513828,0
Cromus_1513838,0
Cromus_1513846,0
Cromus_1513859,0
Cromus_1513862,0
Cromus_1513871,0
Cromus_1513884,0
Cromus_1513903,0
Cromus_1513906,0
Cromus_1514200,0
Cromus_1514208,0
Cromus_1514219,0
Cromus_1514224,0
Cromus_1514363,0
Cromus_1514364,0
Cromus_1514366,0
Cromus_1514374,0
Cromus_1514375,0
Cromus_1514383,0
Cromus_1514384,0
Cromus_1514385,0
Cromus_1514386,0
Cromus_1514391,0
Cromus_1514507,0
Cromus_1514513,0
Cromus_1515041,0
Cromus_1515042,0
Cromus_1515046,0
Cromus_1515050,0
Cromus_1515101,0
Cromus_1515103,0
Cromus_1515109,0
Cromus_1515111,0
Cromus_1515112,0
Cromus_1515114,0
Cromus_1515117,0
Cromus_1515185,0
Cromus_1515186,0
Cromus_1515306,0
Cromus_1515307,0
Cromus_1515309,0
Cromus_1515310,0
Cromus_1515312,0
Cromus_1515315,0
Cromus_1515317,0
Cromus_1515320,0
Cromus_1515324,0
Cromus_1515326,0
Cromus_1515334,0
Cromus_1515337,0
Cromus_1515340,0
Cromus_1515341,0
Cromus_1515342,0
Cromus_1515462,0
Cromus_1515479,0
Cromus_1515480,0
Cromus_1515481,0
Cromus_1515493,0
Cromus_1515556,0
Cromus_1515580,0
Cromus_1515585,0
Cromus_1515587,0
Cromus_1515599,0
Cromus_1515618,0
Cromus_1515619,0
Cromus_1515624,0
Cromus_1515625,0
Cromus_1515628,0
Cromus_1515630,0
Cromus_1515636,0
Cromus_1515751,0
Cromus_1516043,0
Cromus_1516047,0
Cromus_1516103,0
Cromus_1516315,0
Cromus_1516316,0
Cromus_1516318,0
Cromus_1516351,0
Cromus_1516401,0
Cromus_1516412,0
Cromus_1516455,0
Cromus_1516456,0
Cromus_1516460,0
Cromus_1516595,0
Cromus_1516596,0
Cromus_1516599,0
Cromus_1516719,0
Cromus_1516804,0
Cromus_1516809,0
Cromus_1516843,0
Cromus_1516847,0
Cromus_1516848,0
Cromus_1516970,0
Cromus_1517036,0
Cromus_1517101,0
Cromus_1517102,0
Cromus_1517104,0
Cromus_1517122,0
Cromus_1517170,0
Cromus_1517171,0
Cromus_1517530,0
Cromus_1517593,0
Cromus_1517634,0
Cromus_1517639,0
Cromus_1517641,0
Cromus_1517662,0
Cromus_1517714,0
Cromus_1517782,0
Cromus_1517787,0
Cromus_1517790,0
Cromus_1517792,0
Cromus_1517806,0
Cromus_1517811,0
Cromus_1517814,0
Cromus_1517815,0
Cromus_1517819,0
Cromus_1517823,0
Cromus_1517827,0
Cromus_1517830,0
Cromus_1517832,0
Cromus_1517833,0
Cromus_1517835,0
Cromus_1517836,0
Cromus_1517837,0
Cromus_1517838,0
Cromus_1517863,0
Cromus_1517874,0
Cromus_1517876,0
Cromus_1517879,0
Cromus_1517882,0
Cromus_1517883,0
Cromus_1517884,0
Cromus_1517886,0
Cromus_1517887,0
Cromus_1517888,0
Cromus_1517893,0
Cromus_1517894,0
Cromus_1517895,0
Cromus_1517896,0
Cromus_1517897,0
Cromus_1517898,0
Cromus_1517964,0
Cromus_1518207,0
Cromus_1518403,0
Cromus_1518404,0
Cromus_1518405,0
Cromus_1518407,0
Cromus_1518452,0
Cromus_1518454,0
Cromus_1518455,0
Cromus_1518456,0
Cromus_1518464,0
Cromus_1518465,0
Cromus_1518466,0
Cromus_1518467,0
Cromus_1518468,0
Cromus_1518469,0
Cromus_1518470,0
Cromus_1518471,0
Cromus_1518474,0
Cromus_1518475,0
Cromus_1518480,0
Cromus_1518481,0
Cromus_1518482,0
Cromus_1518791,0
Cromus_1518815,0
Cromus_1518817,0
Cromus_1518822,0
Cromus_1518838,0
Cromus_1518842,0
Cromus_1518846,0
Cromus_1518847,0
Cromus_1518872,0
Cromus_1519151,0
Cromus_1519152,0
Cromus_1519202,0
Cromus_1519212,0
Cromus_1519222,0
Cromus_1519233,0
Cromus_1519267,0
Cromus_1519313,0
Cromus_1519383,0
Cromus_1519651,0
Cromus_1519652,0
Cromus_1519653,0
Cromus_1519657,0
Cromus_1519658,0
Cromus_1519659,0
Cromus_1519660,0
Cromus_1519661,0
Cromus_1519662,0
Cromus_1519663,0
Cromus_1519664,0
Cromus_1519665,0
Cromus_1519666,0
Cromus_1519667,0
Cromus_1519668,0
Cromus_1519669,0
Cromus_1519670,0
Cromus_1519671,0
Cromus_1519672,0
Cromus_1519673,0
Cromus_1519674,0
Cromus_1519675,0
Cromus_1519753,0
Cromus_1519806,0
Cromus_1520587,0
Cromus_1520588,0
Cromus_1520589,0
Cromus_1520590,0
Cromus_1520593,0
Cromus_1520594,0
Cromus_1520595,0
Cromus_1520596,0
Cromus_1520597,0
Cromus_1520598,0
Cromus_1521767,0
Cromus_1521796,0
Cromus_1521797,0
Cromus_1521800,0
Cromus_1521802,0
Cromus_1521804,0
Cromus_1521805,0
Cromus_1521808,0
Cromus_1521810,0
Cromus_1521816,0
Cromus_1521822,0
Cromus_1521826,0
Cromus_1521830,0
Cromus_1521843,0
Cromus_1521844,0
Cromus_1521845,0
Cromus_1521846,0
Cromus_1521868,0
Cromus_1521869,0
Cromus_1524708,0
Cromus_1525609,0
Cromus_1550105,0
Cromus_1550210,0
Cromus_1550213,0
Cromus_1550463,0
Cromus_1550472,0
Cromus_1550475,0
Cromus_1550476,0
Cromus_1550727,0
Cromus_1551072,0
Cromus_1551077,0
Cromus_1551078,0
Cromus_1551129,0
Cromus_1551329,0
Cromus_1551334,0
Cromus_1551337,0
Cromus_1551339,0
Cromus_1551340,0
Cromus_1551400,0
Cromus_1551401,0
Cromus_1551483,0
Cromus_1551491,0
Cromus_1551498,0
Cromus_1551499,0
Cromus_1551502,0
Cromus_1551503,0
Cromus_1551504,0
Cromus_1551505,0
Cromus_1551524,0
Cromus_1551525,0
Cromus_1551527,0
Cromus_1551530,0
Cromus_1551531,0
Cromus_1551532,0
Cromus_1551534,0
Cromus_1551535,0
Cromus_1551536,0
Cromus_1551537,0
Cromus_1551538,0
Cromus_1551539,0
Cromus_1551541,0
Cromus_1551542,0
Cromus_1551543,0
Cromus_1551547,0
Cromus_1551548,0
Cromus_1551549,0
Cromus_1551550,0
Cromus_1551552,0
Cromus_1551554,0
Cromus_1551555,0
Cromus_1551556,0
Cromus_1551557,0
Cromus_1551558,0
Cromus_1551560,0
Cromus_1551561,0
Cromus_1551562,0
Cromus_1551564,0
Cromus_1551565,0
Cromus_1551567,0
Cromus_1551568,0
Cromus_1551569,0
Cromus_1551570,0
Cromus_1551572,0
Cromus_1551573,0
Cromus_1551574,0
Cromus_1551576,0
Cromus_1551577,0
Cromus_1551578,0
Cromus_1551580,0
Cromus_1551582,0
Cromus_1551583,0
Cromus_1551584,0
Cromus_1551585,0
Cromus_1551586,0
Cromus_1551587,0
Cromus_1551588,0
Cromus_1551589,0
Cromus_1551590,0
Cromus_1551591,0
Cromus_1551592,0
Cromus_1551593,0
Cromus_1551594,0
Cromus_1551595,0
Cromus_1551596,0
Cromus_1551597,0
Cromus_1551598,0
Cromus_1551599,0
Cromus_1551600,0
Cromus_1551603,0
Cromus_1551604,0
Cromus_1551605,0
Cromus_1551606,0
Cromus_1551607,0
Cromus_1551608,0
Cromus_1551610,0
Cromus_1551611,0
Cromus_1551612,0
Cromus_1551613,0
Cromus_1551614,0
Cromus_1551615,0
Cromus_1551616,0
Cromus_1551617,0
Cromus_1551618,0
Cromus_1551620,0
Cromus_1551621,0
Cromus_1551623,0
Cromus_1551624,0
Cromus_1551626,0
Cromus_1551627,0
Cromus_1551628,0
Cromus_1551629,0
Cromus_1551630,0
Cromus_1551634,0
Cromus_1551635,0
Cromus_1551636,0
Cromus_1551637,0
Cromus_1551639,0
Cromus_1551640,0
Cromus_1551641,0
Cromus_1551643,0
Cromus_1551649,0
Cromus_1551651,0
Cromus_1551654,0
Cromus_1551656,0
Cromus_1551657,0
Cromus_1551659,0
Cromus_1551662,0
Cromus_1551663,0
Cromus_1551666,0
Cromus_1551667,0
Cromus_1551669,0
Cromus_1551671,0
Cromus_1551674,0
Cromus_1551675,0
Cromus_1551676,0
Cromus_1551677,0
Cromus_1551678,0
Cromus_1551679,0
Cromus_1551680,0
Cromus_1551682,0
Cromus_1551824,0
Cromus_1551825,0
Cromus_1551826,0
Cromus_1551827,0
Cromus_1551828,0
Cromus_1551830,0
Cromus_1551831,0
Cromus_1551833,0
Cromus_1551837,0
Cromus_1551838,0
Cromus_1551839,0
Cromus_1551841,0
Cromus_1551868,0
Cromus_1551870,0
Cromus_1551871,0
Cromus_1551883,0
Cromus_1551885,0
Cromus_1551947,0
Cromus_1551948,0
Cromus_1551949,0
Cromus_1551950,0
Cromus_1551953,0
Cromus_1551971,0
Cromus_1551972,0
Cromus_1551973,0
Cromus_1552103,0
Cromus_1552105,0
Cromus_1552109,0
Cromus_1552115,0
Cromus_1552131,0
Cromus_1552134,0
Cromus_1552154,0
Cromus_1552166,0
Cromus_1552174,0
Cromus_1552176,0
Cromus_1552177,0
Cromus_1552179,0
Cromus_1552233,0
Cromus_1552260,0
Cromus_1552264,0
Cromus_1552315,0
Cromus_1552317,0
Cromus_1552334,0
Cromus_1552635,0
Cromus_1552643,0
Cromus_1552649,0
Cromus_1552662,0
Cromus_1552663,0
Cromus_1552686,0
Cromus_1552688,0
Cromus_1552691,0
Cromus_1552699,0
Cromus_1552709,0
Cromus_1552710,0
Cromus_1553342,0
Cromus_1553345,0
Cromus_1553363,0
Cromus_1553364,0
Cromus_1553378,0
Cromus_1553381,0
Cromus_1553393,0
Cromus_1553401,0
Cromus_1553650,0
Cromus_1553881,0
Cromus_1553891,0
Cromus_1553892,0
Cromus_1553910,0
Cromus_1553911,0
Cromus_1553912,0
Cromus_1553913,0
Cromus_1553931,0
Cromus_1553961,0
Cromus_1553963,0
Cromus_1553964,0
Cromus_1553965,0
Cromus_1553966,0
Cromus_1553967,0
Cromus_1553969,0
Cromus_1553971,0
Cromus_1553972,0
Cromus_1553975,0
Cromus_1553976,0
Cromus_1553977,0
Cromus_1554006,0
Cromus_1554017,0
Cromus_1554018,0
Cromus_1554073,0
Cromus_1554076,0
Cromus_1554083,0
Cromus_1554084,0
Cromus_1554086,0
Cromus_1554087,0
Cromus_1554107,0
Cromus_1554108,0
Cromus_1554190,0
Cromus_1610194,0
Cromus_1610195,0
Cromus_1610404,0
Cromus_1610416,0
Cromus_1610418,0
Cromus_1610419,0
Cromus_1610420,0
Cromus_1610433,0
Cromus_1610434,0
Cromus_1610539,0
Cromus_1610546,0
Cromus_1610547,0
Cromus_1610600,0
Cromus_1610601,0
Cromus_1610603,0
Cromus_1610604,0
Cromus_1610605,0
Cromus_1610610,0
Cromus_1610611,0
Cromus_1610612,0
Cromus_1610613,0
Cromus_1610614,0
Cromus_1610620,0
Cromus_1610623,0
Cromus_1610624,0
Cromus_1610625,0
Cromus_1610626,0
Cromus_1610627,0
Cromus_1610628,0
Cromus_1610629,0
Cromus_1610630,0
Cromus_1610632,0
Cromus_1610633,0
Cromus_1610634,0
Cromus_1610635,0
Cromus_1610636,0
Cromus_1610637,0
Cromus_1610638,0
Cromus_1610639,0
Cromus_1610640,0
Cromus_1610641,0
Cromus_1610642,0
Cromus_1610645,0
Cromus_1610646,0
Cromus_1610647,0
Cromus_1610648,0
Cromus_1610649,0
Cromus_1610650,0
Cromus_1610652,0
Cromus_1610653,0
Cromus_1610654,0
Cromus_1610657,0
Cromus_1610658,0
Cromus_1610659,0
Cromus_1610660,0
Cromus_1610661,0
Cromus_1610662,0
Cromus_1610665,0
Cromus_1610666,0
Cromus_1610667,0
Cromus_1610668,0
Cromus_1610669,0
Cromus_1610670,0
Cromus_1611209,0
Cromus_1611210,0
Cromus_1611211,0
Cromus_1611212,0
Cromus_1611213,0
Cromus_1611214,0
Cromus_1611216,0
Cromus_1611217,0
Cromus_1611218,0
Cromus_1611980,0
Cromus_1611981,0
Cromus_1611983,0
Cromus_1611984,0
Cromus_1611985,0
Cromus_1611986,0
Cromus_1611988,0
Cromus_1611990,0
Cromus_1611991,0
Cromus_1611992,0
Cromus_1612100,0
Cromus_1612104,0
Cromus_1612105,0
Cromus_1612106,0
Cromus_1612109,0
Cromus_1612409,0
Cromus_1612410,0
Cromus_1612413,0
Cromus_1612414,0
Cromus_1612417,0
Cromus_1612418,0
Cromus_1612420,0
Cromus_1612550,0
Cromus_1612551,0
Cromus_1612552,0
Cromus_1612554,0
Cromus_1612555,0
Cromus_1612556,0
Cromus_1612703,0
Cromus_1612726,0
Cromus_1612728,0
Cromus_1612731,0
Cromus_1612743,0
Cromus_1612759,0
Cromus_1612797,0
Cromus_1612804,0
Cromus_1612955,0
Cromus_1612956,0
Cromus_1612958,0
Cromus_1612959,0
Cromus_1612960,0
Cromus_1612961,0
Cromus_1616250,0
Cromus_1616251,0
Cromus_1616253,0
Cromus_1616254,0
Cromus_1616255,0
Cromus_1616256,0
Cromus_1616257,0
Cromus_1616259,0
Cromus_1616262,0
Cromus_1616265,0
Cromus_1616280,0
Cromus_1616285,0
Cromus_1616287,0
Cromus_1616310,0
Cromus_1616311,0
Cromus_1616317,0
Cromus_1616938,0
Cromus_1618054,0
Cromus_1618166,0
Cromus_1618551,0
Cromus_1618562,0
Cromus_1618563,0
Cromus_1618564,0
Cromus_1618625,0
Cromus_1618626,0
Cromus_1618627,0
Cromus_1618631,0
Cromus_1618901,0
Cromus_1618903,0
Cromus_1618904,0
Cromus_1618906,0
Cromus_1618907,0
Cromus_1618908,0
Cromus_1618909,0
Cromus_1618912,0
Cromus_1618913,0
Cromus_1618914,0
Cromus_1618964,0
Cromus_1618965,0
Cromus_1618966,0
Cromus_1618967,0
Cromus_1620560,0
Cromus_1620594,0
Cromus_1620595,0
Cromus_1620602,0
Cromus_1620603,0
Cromus_1620606,0
Cromus_1620607,0
Cromus_1620608,0
Cromus_1620611,0
Cromus_1655001,0
Cromus_1655007,0
Cromus_1655015,0
Cromus_18200011,0
Cromus_203004,0
Cromus_206434,0
Cromus_210460,0
Cromus_210911,0
Cromus_213404,0
Cromus_213648,0
Cromus_213840,0
Cromus_213922,0
Cromus_213924,0
Cromus_214010,0
Cromus_214011,0
Cromus_214034,0
Cromus_214176,0
DC184,0
DK452,0
ES049,0
ES050,0
ES055,0
ES060,0
ES070,0
ES071,0
ES072,0
ES080,0
ES090,0
ES091,0
ES092,0
ES093,0
ES094,0
ES095,0
ES096,0
ES097,0
ES098,0
ES099,0
ES101,0
ES102,0
ES103,0
FM3360,0
FX26M1O,0
GA030,0
GA039,0
GA039BU,0
GA043,0
GA057,0
GA077,0
GA080,0
GA114BU,0
GA115,0
GA116,0
GA117,0
GA118,0
GA119,0
GA122,0
GA123,0
GA124,0
GA125,0
GA126,0
GA127,0
GA128,0
GA131,0
GA133,0
GA134,0
GA135,0
GA136,0
GA139,0
GA142,0
GA145,0
GA146,0
GA147,0
GA149,0
GA150,0
GA154,0
GA230,0
GA230BU,0
GA350,0
GA400,0
GA500,0
GQ-19190001,0
GQ-19190002,0
GQ-19190003,0
GQ-19190004,0
GQ-19190005,0
GQ-19190006,0
GQ-19190007,0
GQ-19190008,0
GQ-19190009,0
GQ-19190010,0
GQ-19190011,0
GQ-19190012,0
GQ-19190013,0
GQ-19190014,0
GQ-19190015,0
GQ-19190016,0
GQ-19190017,0
GQ-19190018,0
GQ-19190019,0
GQ-19190020,0
GQ-19190021,0
GQ-19190022,0
GQ-19190023,0
GQ-19190024,0
GQ-19190025,0
GQ-19190026,0
GQ-19190027,0
GQ-19190028,0
GQ-19190029,0
GQ-19190030,0
GQ-19190031,0
GQ-19190032,0
GQ-19190033,0
GQ-19190034,0
GQ-19190035,0
GQ-19190036,0
GQ-19190037,0
GQ-19190038,0
GQ-19190039,0
GQ-19190040,0
GQ-19190041,0
GQ-19190042,0
GQ-19190043,0
GQ-19190044,0
GQ-19190045,0
GQ-19190046,0
GQ-19190047,0
GQ-19190048,0
GQ-19190049,0
GQ-19190050,0
GQ-19190051,0
GQ-19190052,0
GQ-19190053,0
GQ-19190054,0
GQ-19190055,0
GQ-19190056,0
GQ-19190057,0
GQ-19190058,0
GQ-19190059,0
GQ-19190060,0
GQ-19190061,0
GQ-19190062,0
GQ-19190063,0
GQ-19190064,0
GQ-19190065,0
GQ-19190066,0
GQ-19190067,0
GQ-19190068,0
GQ-19190069,0
GQ-19190070,0
GQ-19190071,0
GQ-19190072,0
GQ-19190073,0
GQ-19190074,0
GQ-19190075,0
GQ-19190076,0
GQ-19190077,0
GQ-19190078,0
GQ-19190079,0
GQ-19190080,0
GQ-19190081,0
GQ-19190082,0
GQ-19190083,0
GQ-19190084,0
GQ-19190085,0
GQ-19190086,0
GQ-19190087,0
GQ-19190088,0
GQ-19190089,0
GQ-19190090,0
GQ-19190091,0
GQ-19190092,0
GQ-19190093,0
GQ-19190094,0
GQ-19190095,0
GQ-19190096,0
GQ-19190097,0
GQ-19190098,0
GQ-19190099,0
GQ-19190100,0
GQ-19190101,0
GQ-19190102,0
GQ-19190103,0
GQ-19190104,0
GQ-19190105,0
GQ-19190106,0
GQ-19190107,0
GQ-19190108,0
GQ-19190109,0
GQ-19190110,0
GQ-19190111,0
GQ-19190112,0
GQ-19190113,0
GQ-19190114,0
GQ-19190115,0
GQ-19190116,0
GQ-19190117,0
GQ-19190118,0
GQ-19190119,0
GQ-19190120,0
GQ-19190121,0
GQ-19190122,0
GQ-19190123,0
GQ-19190124,0
GQ-19190125,0
GQ-19190126,0
GQ-19190127,0
GQ-19190128,0
GQ-19190129,0
GQ-19190130,0
GQ-19190131,0
GQ-19190132,0
GQ-19190133,0
GQ-19190134,0
GQ-19190135,0
GQ-19190136,0
GQ-19190137,0
GQ-19190138,0
GQ-19190139,0
GQ-19190140,0
GQ-19190141,0
GQ-19190142,0
GQ-19190143,0
GQ-19190144,0
GQ-19190145,0
GQ-19190146,0
GQ-19190147,0
GQ-19190148,0
GQ-19190149,0
GQ-19190150,0
GQ-19190151,0
GQ-19190152,0
GQ-19190153,0
GQ-19190154,0
GQ-19190155,0
GQ-19190156,0
GQ-19190157,0
GQ-19190158,0
GQ-19190159,0
GQ-19190160,0
GQ-19190161,0
GQ-19190162,0
GQ-19190163,0
GQ-19190164,0
GQ-19190165,0
GQ-19190166,0
GQ-19190167,0
GQ-19190168,0
GQ-19190169,0
GQ-19190170,0
GQ-19190171,0
GQ-19190172,0
GQ-19190173,0
GQ-19190174,0
GQ-19190175,0
GQ-19190176,0
GQ-19190177,0
GQ-19190178,0
GQ-19190179,0
GQ-19190180,0
GQ-19190181,0
GQ-19190182,0
GQ-19190183,0
GQ-19190184,0
GQ-19190185,0
GQ-19280100,0
GQ-19280101,0
GQ-19280102,0
GQ-19280103,0
GQ-19280104,0
GQ-19280105,0
GQ-19280106,0
GQ-19280107,0
GQ-19280108,0
GQ-19280109,0
GQ-19280110,0
GQ-19280111,0
GQ-19280112,0
GQ-19280113,0
GQ-19280114,0
GQ-19280115,0
GQ-19280116,0
GQ-19280117,0
GQ-19280118,0
GQ-19280119,0
GQ-19280120,0
GQ-19280121,0
GQ-19280122,0
GQ-19280123,0
GQ-19280124,0
GQ-19280125,0
GQ-19280126,0
GQ-19280127,0
GQ-19280128,0
GQ-19280129,0
GQ-19280130,0
GQ-19280131,0
GQ-19280132,0
GQ-19280133,0
GQ-19280134,0
GQ-19280135,0
GQ-19280136,0
GQ-19280137,0
GQ-19280138,0
GQ-19280139,0
GQ-19280140,0
GQ-19280141,0
GQ-19280142,0
GQ-19280143,0
GQ-19280144,0
GQ-19280145,0
GQ-19280146,0
GQ-19280147,0
GQ-19280148,0
GQ-19280149,0
GQ-19280150,0
GQ-19280151,0
GQ-19280152,0
GQ-19280153,0
GQ-28400100,0
GQ-28400100-2,0
GQ-28400101,0
GQ-28400101-2,0
GQ-28400102,0
GQ-28400102-2,0
GQ-28400103,0
GQ-28400103-2,0
GQ-28400104,0
GQ-28400104-2,0
GQ-28400105,0
GQ-28400105-2,0
GQ-28400106,0
GQ-28400106-2,0
GQ-28400107,0
GQ-28400107-2,0
GQ-28400108,0
GQ-28400108-2,0
GQ-28400109,0
GQ-28400109-2,0
GQ-28400110,0
GQ-28400110-2,0
GQ-28400111,0
GQ-28400111-2,0
GQ-28400112,0
GQ-28400112-2,0
GQ-28400113,0
GQ-28400113-2,0
GQ-28400114,0
GQ-28400114-2,0
GQ-28400115,0
GQ-28400115-2,0
GQ-28400116,0
GQ-28400116-2,0
GQ-28400117,0
GQ-28400117-2,0
GQ-28400118,0
GQ-28400118-2,0
GQ-28400119,0
GQ-28400119-2,0
GQ-28400120,0
GQ-28400120-2,0
GQ-28400121,0
GQ-28400121-2,0
GQ-28400122,0
GQ-28400122-2,0
GQ-28400123,0
GQ-28400123-2,0
GQ-28400124,0
GQ-28400124-2,0
GQ-28400125,0
GQ-28400125-2,0
GQ-28400126,0
GQ-28400126-2,0
GQ-28400127,0
GQ-28400127-2,0
GQ-28400128,0
GQ-28400128-2,0
GQ-28400129,0
GQ-28400129-2,0
GQ-28400130,0
GQ-28400130-2,0
GQ-28400131,0
GQ-28400131-2,0
GQ-28400132,0
GQ-28400132-2,0
GQ-28400133,0
GQ-28400133-2,0
GQ-28400134,0
GQ-28400134-2,0
GQ-28400135,0
GQ-28400135-2,0
GQ-28400136,0
GQ-28400136-2,0
GQ-28400137,0
GQ-28400137-2,0
GQ-28400138,0
GQ-28400138-2,0
GQ-28400139,0
GQ-28400139-2,0
GQ-28400140,0
GQ-28400140-2,0
GQ-28400141,0
GQ-28400141-2,0
GQ-28400142,0
GQ-28400142-2,0
GQ-28400143,0
GQ-28400143-2,0
GQ-28400144,0
GQ-28400144-2,0
GQ-28400145,0
GQ-28400145-2,0
GQ-28400146,0
GQ-28400146-2,0
GQ-28400147,0
GQ-28400147-2,0
GQ-28400148,0
GQ-28400148-2,0
GQ-28400149,0
GQ-28400149-2,0
GQ-28400150,0
GQ-28400150-2,0
GQ-28400151,0
GQ-28400151-2,0
GQ-28400152,0
GQ-28400152-2,0
GQ-28400153,0
GQ-28400153-2,0
GQ-38380001,0
GQ-38380002,0
GQ-38380003,0
GQ-38380004,0
GQ-38380005,0
GQ-38380006,0
GQ-38380007,0
GQ-38380008,0
GQ-38380009,0
GQ-38380010,0
GQ-38380011,0
GQ-38380012,0
GQ-38380013,0
GQ-38380014,0
GQ-38380015,0
GQ-38380016,0
GQ-38380017,0
GQ-38380018,0
GQ-38380019,0
GQ-38380020,0
GQ-38380021,0
GQ-38380022,0
GQ-38380023,0
GQ-38380024,0
GQ-38380025,0
GQ-38380026,0
GQ-38380027,0
GQ-38380028,0
GQ-38380029,0
GQ-38380030,0
GQ-38380031,0
GQ-38380032,0
GQ-38380033,0
GQ-38380034,0
GQ-38380035,0
GQ-38380036,0
GQ-38380037,0
GQ-38380038,0
GQ-38380039,0
GQ-38380040,0
GQ-38380041,0
GQ-38380042,0
GQ-38380043,0
GQ-38380044,0
GQ-38380045,0
GQ-38380046,0
GQ-38380047,0
GQ-38380048,0
GQ-38380049,0
GQ-38380050,0
GQ-38380051,0
GQ-38380052,0
GQ-38380053,0
GQ-38380054,0
GQ-38380055,0
GQ-38380056,0
GQ-38380057,0
GQ-38380058,0
GQ-38380059,0
GQ-38380060,0
GQ-38380061,0
GQ-38380062,0
GQ-38380063,0
GQ-38380064,0
GQ-38380065,0
GQ-38380066,0
GQ-38380067,0
GQ-38380068,0
GQ-38380069,0
GQ-38380070,0
GQ-38380071,0
GQ-38380072,0
GQ-38380073,0
GQ-38380074,0
GQ-38380075,0
GQ-38380076,0
GQ-38380077,0
GQ-38380078,0
GQ-38380079,0
GQ-38380080,0
GQ-38380081,0
GQ-38380082,0
GQ-38380083,0
GQ-38380084,0
GQ-38380085,0
GQ-38380086,0
GQ-38380087,0
GQ-38380088,0
GQ-38380089,0
GQ-38380090,0
GQ-38380091,0
GQ-38380092,0
GQ-38380093,0
GQ-38380094,0
GQ-38380095,0
GQ-38380096,0
GQ-38380097,0
GQ-38380098,0
GQ-38380099,0
GQ-38380100,0
GQ-38380101,0
GQ-38380102,0
GQ-38380103,0
GQ-38380104,0
GQ-38380105,0
GQ-38380106,0
GQ-38380107,0
GQ-38380108,0
GQ-38380109,0
GQ-38380110,0
GQ-38380111,0
GQ-38380112,0
GQ-38380113,0
GQ-38380114,0
GQ-38380115,0
GQ-38380116,0
GQ-38380117,0
GQ-38380118,0
