sku;nome;nomeml;descricao;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
RV-36501091;Cadeira de Escritório Morfeu Preto Base Alumínio;Cadeira de Escritório Morfeu Preto Base Alumínio;Cadeira Móvel, Giratória E Com Ajuste De Altura Base Em Ferro Cromado E Rodízios Em Plástico Poliuretano. Estrutura Do Assento E Do Encosto Das Costas Em Plástico Nylon Assento E Encosto Das Costas Em Tela Mesh (Elastômero E Poliéster) Encosto Para Os Bra;Rivatti;Rivatti;15;0;60;59;27;12.5;0.0955;36501091;Cadeira de Escritório Morfeu Preto Base Alumínio;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501091.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501091(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501091(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501091(4;;;;;;;832.9;;;MLB186027;;;;
RV-36502706;Cadeira de Escritório Cadis Fixa Tela Preta;Cadeira de Escritório Cadis Fixa Tela Preta;Cadeira Para Escritório Com Estrutura Em Aço Cromado, Base Fixa, Com Encosto E Apoio Para Braços Em Polipropileno, Possui Assento Com Espuma E Revestido Em Tela Mesh.;Rivatti;Rivatti;15;0;91;61;63.5;9.5;0.3524;36502706;Cadeira de Escritório Cadis Fixa Tela Preta;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502706.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502706(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502706(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502706(4;;;;;;;323.9;;;MLB186027;;;;
RV-36503474;Cadeira de Escritório Sintra Preta Base Nylon;Cadeira de Escritório Sintra Preta Base Nylon;Cadeira Giratória De Escritório, Com Estrura De Pp, Tela Mesh, Espuma Moldada, Base E Rodízios De Nylon. Possui Braço Retrátil E Função Relax Sincronizado Com 3 Posições De Inclinação.;Rivatti;Rivatti;15;25;34.5;65;63;16;0.1413;36503474;Cadeira de Escritório Sintra Preta Base Nylon;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503474.jpg;;;;;;;1045.9;;;MLB186027;;;;
RV-36503261;Cadeira de Escritório Sintra Branco C/Cinza Base Alumínio;Cadeira de Escritório Sintra Branco C/Cinza Base Alumínio;Cadeira Giratória De Escritório, Com Estrura De Pp, Tela Mesh, Espuma Moldada, Base De Alumínio E Rodízios Em Pa. Possui Braço Retrátil E Função Relax Sincronizado Com 3 Posições De Inclinação.;Rivatti;Rivatti;15;15;34.5;65;63;16;0.1413;36503261;Cadeira de Escritório Sintra Branco C/Cinza Base Alumínio;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503261.jpg;;;;;;;1196.9;;;MLB186027;;;;
RV-36503473;Cadeira de Escritório Sintra Preta C/Cinza Base Alumínio;Cadeira de Escritório Sintra Preta C/Cinza Base Alumínio;Cadeira Giratória De Escritório, Com Estrura De Pp, Tela Mesh, Espuma Moldada, Base De Alumínio E Rodízios Em Pa. Possui Braço Retrátil E Função Relax Sincronizado Com 3 Posições De Inclinação.;Rivatti;Rivatti;15;15;34.5;65;63;16;0.1413;36503473;Cadeira de Escritório Sintra Preta C/Cinza Base Alumínio;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503473.jpg;;;;;;;1117.9;;;MLB186027;;;;
RV-36502759;Sofá-cama Ciro Pu Marrom;Sofá-cama Ciro Pu Marrom;Sofa-Cama Com Sistema Clique-Claque De Abertura, Revestido Em Pu E Pés Em Plástico 20 Cm.;Rivatti;Rivatti;15;22;16;180;99;26;0.2851;36502759;Sofá-cama Ciro Pu Marrom;7,89952E+12;9401.40.10;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502759.jpg;;;;;;;908.9;;;MLB186063;;;;
RV-36502833;Poltrona De Massagem Arizona Preta;Poltrona De Massagem Arizona Preta;Poltrona De Massagem E Apóia Pés (48X41X42 Cm) Revestidos Em Pu Com Base Em Metal Revestida De Pu. Possui 6 Pontos De Vibração E Função Aquecimento, E Acompanha Controle. Densidade Da Espuma D-24.;Rivatti;Rivatti;15;30;47;86;61;25;0.2466;36502833;Poltrona De Massagem Arizona Preta;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502833.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502833(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502833(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502833(4;;;;;;;1431.9;;;MLB186071;;;;
RV-36502834;Poltrona De Massagem Mississippi Preta;Poltrona De Massagem Mississippi Preta;Poltrona Reclinável, Giratória Sem Ajuste De Altura, Estrutura Em Ferro Com Base Em Metal, Com Braços E Encosto Para As Costas Estofados E Revestidos Em Pu. Possui Função Vibratória Com 6 Motores De Vibração E Função Aquecimento, Com Resistência Única Na ;Rivatti;Rivatti;15;20;47;82;64;24.8;0.2467;36502834;Poltrona De Massagem Mississippi Preta;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502834.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502834(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502834(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502834(4;;;;;;;1611.9;;;MLB186071;;;;
RV-36502835;Poltrona De Massagem Mississippi Branca;Poltrona De Massagem Mississippi Branca;Poltrona Reclinável, Giratória Sem Ajuste De Altura, Estrutura Em Ferro Com Base Em Metal, Com Braços E Encosto Para As Costas Estofados E Revestidos Em Pu. Possui Função Vibratória Com 6 Motores De Vibração E Função Aquecimento, Com Resistência Única Na ;Rivatti;Rivatti;15;30;47;82;64;24.8;0.2467;36502835;Poltrona De Massagem Mississippi Branca;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502835.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502835(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502835(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502835(4;;;;;;;1611.9;;;MLB186071;;;;
RV-3650315;Poltrona Tulipa Chair Recouro Vermelho;Poltrona Tulipa Chair Recouro Vermelho;Peça Com Revestimento Em Recouro (Pvc) Com Estrutura Em Madeira (Assento E Encosto)- Base Formato Disco Cromada. Com Regulagem De Altura Por Meio Do Pistão À Gás. Giratória.;Rivatti;Rivatti;15;25;27;47;45;11.9;0.0951;3650315;Poltrona Tulipa Chair Recouro Vermelho;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/3650315.jpg;;;;;;;700.9;;;MLB186071;;;;
RV-36502345;Puff Xica Da Silva Amarelo;Puff Xica Da Silva Amarelo;Puff Preenchido De Bolinhas De Eps (Isopor), Com Revestimento Interno De Poliester E Revestimento Externo Em Tricôt, Feito De Corda De Algodão Tingido. O Puff É Feito A Mão - Não Pode Ser Aberto. ;Rivatti;Rivatti;15;50;34;57;57;0.7;0.1104;36502345;Puff Xica Da Silva Amarelo;7,89952E+12;9404.90.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502345.jpg;;;;;;;374.9;;;MLB106661;;;;
RV-36502349;Puff Xica Da Silva Vermelho;Puff Xica Da Silva Vermelho;Puff Preenchido De Bolinhas De Eps (Isopor), Com Revestimento Interno De Poliester E Revestimento Externo Em Tricôt, Feito De Corda De Algodão Tingido. O Puff É Feito A Mão - Não Pode Ser Aberto. ;Rivatti;Rivatti;15;35;34;57;57;0.7;0.1104;36502349;Puff Xica Da Silva Vermelho;7,89952E+12;9404.90.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502349.jpg;;;;;;;374.9;;;MLB106661;;;;
RV-36501596;Poltrona Egg Cereja;Poltrona Egg Cereja;Poltrona Com Estrutura Interna De Aço, Preenchida Com Espuma E Revestida Em Veludo. Com Base Em Alumínio Em Formato Estrela.;Rivatti;Rivatti;15;12;66;103;88;33.4;0.5982;36501596;Poltrona Egg Cereja;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501596.jpg;;;;;;;2575.9;;;MLB186074;;;;
RV-3650287;Poltrona Egg Gelo;Poltrona Egg Gelo;Poltrona Com Estrutura Interna De Aço, Preenchida Com Espuma E Revestida Em Veludo. Com Base Em Alumínio Em Formato Estrela.;Rivatti;Rivatti;15;6;66;103;88;33.4;0.5982;3650287;Poltrona Egg Gelo;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/3650287.jpg;;;;;;;2575.9;;;MLB186074;;;;
RV-3650288;Poltrona Egg Preto;Poltrona Egg Preto;Poltrona Com Estrutura Interna De Aço, Preenchida Com Espuma E Revestida Em Veludo. Com Base Em Alumínio Em Formato Estrela.;Rivatti;Rivatti;15;6;66;103;88;33.4;0.5982;3650288;Poltrona Egg Preto;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/3650288.jpg;;;;;;;2575.9;;;MLB186074;;;;
RV-3650343;Poltrona Egg Vermelho;Poltrona Egg Vermelho;Poltrona Com Estrutura Interna De Aço, Preenchida Com Espuma E Revestida Em Veludo. Com Base Em Alumínio Em Formato Estrela.;Rivatti;Rivatti;15;0;66;103;88;33.4;0.5982;3650343;Poltrona Egg Vermelho;7,89952E+12;9401.71.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/3650343.jpg;;;;;;;2575.9;;;MLB186074;;;;
RV-36502344;Poltrona Virginia Marrom Escuro;Poltrona Virginia Marrom Escuro;Poltrona Com Estrutura Em Madeira, Estofada, Com Braços, Revestimento Em Pu Marrom. Espuma Interna Com Espessura De 4 Cm. Acompanha Almofada Revestida Em Pu Marrom. ;Rivatti;Rivatti;15;0;74;66;77;20.3;0.37;36502344;Poltrona Virginia Marrom Escuro;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502344.jpg;;;;;;;1575.9;;;MLB186071;;;;
RV-36502122;Poltrona Evita Pu Preta Base Disco;Poltrona Evita Pu Preta Base Disco;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Em Disco Cromado, Assento E Encosto Cobertos Em Pu.;Rivatti;Rivatti;15;12;36;63;57;9.5;0.129;36502122;Poltrona Evita Pu Preta Base Disco;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502122.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502122(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502122(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502122(4;;;;;;;621.9;;;MLB186071;;;;
RV-36502402;Poltrona Evita Floral Branco Base Estrela;Poltrona Evita Floral Branco Base Estrela;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Estrela Cromada, Assento E Encosto Cobertos Em Tecido.;Rivatti;Rivatti;15;8;36;63;57;9.5;0.129;36502402;Poltrona Evita Floral Branco Base Estrela;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502402.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502402(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502402(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502402(4;;;;;;;570.9;;;MLB186071;;;;
RV-36502125;Poltrona Anne Pu Preta Base Disco;Poltrona Anne Pu Preta Base Disco;Poltrona Giratória Com Base Disco Em Aço Cromado, Estofada E Revestida Em Pu. Possui Ajuste De Altura.;Rivatti;Rivatti;15;6;93;71;75.5;11;0.4985;36502125;Poltrona Anne Pu Preta Base Disco;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502125.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502125(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502125(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502125(4;;;;;;;764.9;;;MLB186071;;;;
RV-36502126;Poltrona Anne Pu Marrom Base Disco;Poltrona Anne Pu Marrom Base Disco;Poltrona Giratória Com Base Disco Em Aço Cromado, Estofada E Revestida Em Pu. Possui Ajuste De Altura.;Rivatti;Rivatti;15;6;93;71;75.5;11;0.4985;36502126;Poltrona Anne Pu Marrom Base Disco;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502126.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502126(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502126(3).jpg|;;;;;;;764.9;;;MLB186071;;;;
RV-36502120;Poltrona Tarsila Pu Preta Base Disco;Poltrona Tarsila Pu Preta Base Disco;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Disco Cromada, Assento E Encosto Cobertos Em Tecido.;Rivatti;Rivatti;15;25;79;69;61;10.5;0.3325;36502120;Poltrona Tarsila Pu Preta Base Disco;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502120.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502120(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502120(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502120(4;;;;;;;717.9;;;MLB186071;;;;
RV-36502119;Poltrona Tarsila Floral Cinza Base Disco;Poltrona Tarsila Floral Cinza Base Disco;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Disco Cromada, Assento E Encosto Cobertos Em Tecido.;Rivatti;Rivatti;15;8;79;69;61;10.5;0.3325;36502119;Poltrona Tarsila Floral Cinza Base Disco;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502119.jpg;;;;;;;717.9;;;MLB186071;;;;
RV-36502121;Poltrona Tarsila Pu Branca Base Disco;Poltrona Tarsila Pu Branca Base Disco;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Disco Cromada, Assento E Encosto Cobertos Em Tecido.;Rivatti;Rivatti;15;15;79;69;61;10.5;0.3325;36502121;Poltrona Tarsila Pu Branca Base Disco;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502121.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502121(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502121(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502121(4;;;;;;;717.9;;;MLB186071;;;;
RV-36502755;Poltrona Tarsila Floral Cinza Base Estrela;Poltrona Tarsila Floral Cinza Base Estrela;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Estrela Cromada, Assento E Encosto Cobertos Em Tecido.;Rivatti;Rivatti;15;0;79;69;61;10.5;0.3325;36502755;Poltrona Tarsila Floral Cinza Base Estrela;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502755.jpg;;;;;;;740.9;;;MLB186071;;;;
RV-36502757;Poltrona Tarsila Branca Base Estrela;Poltrona Tarsila Branca Base Estrela;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Estrela Cromada, Assento E Encosto Cobertos Em Tecido.;Rivatti;Rivatti;15;0;79;69;61;10.5;0.3325;36502757;Poltrona Tarsila Branca Base Estrela;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502757.jpg;;;;;;;740.9;;;MLB186071;;;;
RV-36502403;Poltrona Teresa Pu Vermelha Base Estrela;Poltrona Teresa Pu Vermelha Base Estrela;Cadeira Giratória De Altura Ajustável, Com Pistão À Gás, Com Estrutura Em Metal, Base Em Estrela Cromado, Assento E Encosto Cobertos Em Pu.;Rivatti;Rivatti;15;5;73;73.5;65;9;0.3487;36502403;Poltrona Teresa Pu Vermelha Base Estrela;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502403.jpg;;;;;;;573.9;;;MLB186071;;;;
RV-36501718;Poltrona Grace Kelly Bege;Poltrona Grace Kelly Bege;Poltrona Com Pernas De Madeira Maciça / Estrutura Em Madeira / Tecido De Algodao E Polyester / Poltrona Estofada E Fixa, Com Braços, Assento E Encosto Estofados E Revestidos / Forma Peça Única.;Rivatti;Rivatti;15;0;90;83;81.5;18;0.61;36501718;Poltrona Grace Kelly Bege;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501718.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501718(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501718(3).jpg|;;;;;;;1757.9;;;MLB186071;;;;
RV-36501719;Poltrona Grace Kelly Jornal;Poltrona Grace Kelly Jornal;Poltrona Com Pernas De Madeira Maciça / Estrutura Em Madeira / Tecido De Algodao E Polyester / Poltrona Estofada E Fixa, Com Braços, Assento E Encosto Estofados E Revestidos / Forma Peça Única.;Rivatti;Rivatti;15;0;90;83;81.5;18;0.61;36501719;Poltrona Grace Kelly Jornal;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501719.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501719(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501719(3).jpg|;;;;;;;1757.9;;;MLB186071;;;;
RV-36501726;Poltrona Ester Borboleta;Poltrona Ester Borboleta;Poltrona Estofada. Pés Em Madeira Bétula, Assento Revestido Em Tecido E Espuma Densidade 30Kg/M³.;Rivatti;Rivatti;15;6;77;84;85;17;0.44;36501726;Poltrona Ester Borboleta;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501726.jpg;;;;;;;1508.9;;;MLB186071;;;;
RV-36502447;Poltrona Fiorella Camurça Marrom Café;Poltrona Fiorella Camurça Marrom Café;Poltrona Com Estrutura Em Madeira Com Detalhe Em Matelasse No Encosto, Com Braços, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Camurça, Na Cor Marrom Escuro (Café). ;Rivatti;Rivatti;15;0;83;86;96;22;0.65;36502447;Poltrona Fiorella Camurça Marrom Café;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502447.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502447(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502447(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502447(4;;;;;;;2011.9;;;MLB186071;;;;
RV-36502446;Poltrona Fiorella Pu Branco Fosco;Poltrona Fiorella Pu Branco Fosco;Poltrona Com Estrutura Em Madeira Com Detalhe Em Matelasse No Encosto, Com Braços, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Pu Branco Fosco.;Rivatti;Rivatti;15;8;83;86;96;22;0.65;36502446;Poltrona Fiorella Pu Branco Fosco;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502446.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502446(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502446(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502446(4;;;;;;;2011.9;;;MLB186071;;;;
RV-36502449;Poltrona Francesca Pu Preto C/Verniz;Poltrona Francesca Pu Preto C/Verniz;Poltrona Com Estrutura Em Madeira Com Detalhe Em Botonê No Encosto, Com Braços, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Pu Preto, Com Acabamento Envernizado.;Rivatti;Rivatti;15;0;90;75;90;22;0.55;36502449;Poltrona Francesca Pu Preto C/Verniz;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502449.jpg;;;;;;;1748.9;;;MLB186071;;;;
RV-36502441;Poltrona Anabella Camurça Bege Claro;Poltrona Anabella Camurça Bege Claro;Poltrona Com Estrutura Em Madeira Com Encosto Arredondado, Com Braços, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Camurça Bege Claro;Rivatti;Rivatti;15;12;73;90;90;27;0.51;36502441;Poltrona Anabella Camurça Bege Claro;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502441.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502441(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502441(3).jpg|;;;;;;;1695.9;;;MLB186071;;;;
RV-36502442;Poltrona Anabella Pu Vermelho C/Verniz;Poltrona Anabella Pu Vermelho C/Verniz;Poltrona Com Estrutura Em Madeira Com Encosto Arredondado, Com Braços, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Pu Vermelho Escuro, Com Acabamento Envernizado.;Rivatti;Rivatti;15;10;73;90;90;27;0.51;36502442;Poltrona Anabella Pu Vermelho C/Verniz;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502442.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502442(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502442(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502442(4;;;;;;;1695.9;;;MLB186071;;;;
RV-36502443;Poltrona Catarina Camurça Marrom;Poltrona Catarina Camurça Marrom;Poltrona Com Estrutura Em Madeira Com Encosto Arredondado, Com Braços Curvados, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Camurça Marrom.;Rivatti;Rivatti;15;10;73;88;90;26.2;0.51;36502443;Poltrona Catarina Camurça Marrom;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502443.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502443(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502443(3).jpg|;;;;;;;1796.9;;;MLB186071;;;;
RV-36502445;Poltrona Catarina Pu Bege Com Verniz;Poltrona Catarina Pu Bege Com Verniz;Poltrona Com Estrutura Em Madeira Com Encosto Arredondado, Com Braços Curvados, Com Almofada Solta No Assento, Pés Em Madeira. Revestida Em Pu Bege Com Verniz.;Rivatti;Rivatti;15;12;73;88;90;26.2;0.51;36502445;Poltrona Catarina Pu Bege Com Verniz;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502445.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502445(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502445(3).jpg|;;;;;;;1796.9;;;MLB186071;;;;
RV-36502489;Cadeira Leona Rattan / Madeira Escura;Cadeira Leona Rattan / Madeira Escura;Cadeira Modelo Thonet Com Assento Em Rattan, Em Madeira Faia Em Cor Escura. Encosto Em Madeira. ;Rivatti;Rivatti;15;20;89;43;51;4.4;0.1951;36502489;Cadeira Leona Rattan / Madeira Escura;7,89952E+12;9401.69.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502489.jpg;;;;;;;633.9;;;MLB186027;;;;
RV-36503352;Cadeira Casabella Pp Sem Braço Branca;Cadeira Casabella Pp Sem Braço Branca;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;25;82.5;51;53;5;0.2229;36503352;Cadeira Casabella Pp Sem Braço Branca;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503352.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503342;Cadeira Casabella Pp Sem Braço Amarela;Cadeira Casabella Pp Sem Braço Amarela;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;82.5;51;53;5;0.2229;36503342;Cadeira Casabella Pp Sem Braço Amarela;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503342.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503344;Cadeira Casabella Pp Com Braço Amarela;Cadeira Casabella Pp Com Braço Amarela;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;13;83;57.5;51.7;5;0.2467;36503344;Cadeira Casabella Pp Com Braço Amarela;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503344.jpg;;;;;;;422.9;;;MLB186027;;;;
RV-36503354;Cadeira Casabela Pp Com Braço Branca;Cadeira Casabela Pp Com Braço Branca;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;83;57.5;51.7;5;0.2467;36503354;Cadeira Casabela Pp Com Braço Branca;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503354.jpg;;;;;;;422.9;;;MLB186027;;;;
RV-36503345;Cadeira Columba Pp Com Braço Amêndoa;Cadeira Columba Pp Com Braço Amêndoa;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;79;57.5;61.5;5;0.2793;36503345;Cadeira Columba Pp Com Braço Amêndoa;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503345.jpg;;;;;;;405.9;;;MLB186027;;;;
RV-36503346;Cadeira Columba Pp Com Braço Bege;Cadeira Columba Pp Com Braço Bege;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;3;79;57.5;61.5;5;0.2793;36503346;Cadeira Columba Pp Com Braço Bege;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503346.jpg;;;;;;;405.9;;;MLB186027;;;;
RV-36503347;Cadeira Columba Pp Com Braço Azul;Cadeira Columba Pp Com Braço Azul;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;12;79;57.5;61.5;5;0.2793;36503347;Cadeira Columba Pp Com Braço Azul;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503347.jpg;;;;;;;405.9;;;MLB186027;;;;
RV-36503348;Cadeira Columba Pp Com Braço Verde;Cadeira Columba Pp Com Braço Verde;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;5;79;57.5;61.5;5;0.2793;36503348;Cadeira Columba Pp Com Braço Verde;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503348.jpg;;;;;;;405.9;;;MLB186027;;;;
