sku;nome;nomeml;descricao;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
RV-36503004;Cadeira Dalila Bege;Cadeira Dalila Bege;Cadeira Com Armação De Madeira Alamo, Com Encosto E Assento Estofados E Revestidos Em Tecido. Base Fixa Em Madeira. Para Uso Doméstico, Marca Rivatti.;Rivatti;Rivatti;15;20;79;54;58;5.75;0.2474;36503004;Cadeira Dalila Bege;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503004.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503004(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503004(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503004(4;;;;;;;621.9;;;MLB186027;;;;
RV-36503003;Cadeira Dalila Cinza Médio;Cadeira Dalila Cinza Médio;Cadeira Com Armação De Madeira Alamo, Com Encosto E Assento Estofados E Revestidos Em Tecido. Base Fixa Em Madeira. Para Uso Doméstico, Marca Rivatti.;Rivatti;Rivatti;15;20;79;54;58;6.75;0.2474;36503003;Cadeira Dalila Cinza Médio;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503003.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503003(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503003(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503003(4;;;;;;;621.9;;;MLB186027;;;;
RV-36502602;Cadeira Allegra Pp Prata;Cadeira Allegra Pp Prata;Cadeira Composta Em Polipropileno, Com Vazamento No Encosto E Braços, Unidos Ao Assento Formando Uma Única Peça, Marca Rivatti;Rivatti;Rivatti;15;15;86;57.5;58;5.11;0.2868;36502602;Cadeira Allegra Pp Prata;7,89952E+12;9401.80.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502602.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502602(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502602(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502602(4;;;;;;;565.9;;;MLB186027;;;;
RV-3650659;Cadeira Carolina Madeira Escura;Cadeira Carolina Madeira Escura;Cadeira Em Madeira De Olmo E Assento Estofado Em Pu.;Rivatti;Rivatti;15;25;78;66;55;6.2;0.2831;3650659;Cadeira Carolina Madeira Escura;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/3650659.jpg;;;;;;;911.9;;;MLB186027;;;;
RV-36502227;Cadeira Carolina Madeira Natural;Cadeira Carolina Madeira Natural;Cadeira Em Madeira De Olmo E Assento Estofado Em Pu.;Rivatti;Rivatti;15;20;78;66;55;6.2;0.2831;36502227;Cadeira Carolina Madeira Natural;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502227.jpg;;;;;;;911.9;;;MLB186027;;;;
RV-36503245;Cadeira Joice Pu Café;Cadeira Joice Pu Café;Cadeira De Madeira, Com Assento E Encosto Estofados E Revestidos Em Linho Ou Pu.;Rivatti;Rivatti;15;10;87;53;57;7.6;0.2628;36503245;Cadeira Joice Pu Café;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503245.jpg;;;;;;;633.9;;;MLB186027;;;;
RV-36503244;Cadeira Joice Tecido Marrom;Cadeira Joice Tecido Marrom;Cadeira De Madeira, Com Assento E Encosto Estofados E Revestidos Em Linho Ou Pu.;Rivatti;Rivatti;15;30;87;53;57;7.6;0.2628;36503244;Cadeira Joice Tecido Marrom;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503244.jpg;;;;;;;633.9;;;MLB186027;;;;
RV-36503246;Cadeira Stella Bege;Cadeira Stella Bege;Cadeira De Madeira Seringueira, Com Assento Estoado E Revestido Em Linho.;Rivatti;Rivatti;15;35;79.5;53;50;5.5;0.2106;36503246;Cadeira Stella Bege;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503246.jpg;;;;;;;637.9;;;MLB186027;;;;
RV-36503247;Cadeira Stella Marrom;Cadeira Stella Marrom;Cadeira De Madeira Seringueira, Com Assento Estoado E Revestido Em Linho.;Rivatti;Rivatti;15;35;79.5;53;50;5.5;0.2106;36503247;Cadeira Stella Marrom;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503247.jpg;;;;;;;637.9;;;MLB186027;;;;
RV-36502462;Cadeira Beatriz C/Braço Branca;Cadeira Beatriz C/Braço Branca;Cadeira Injetada Em Polipropileno, Com Design Imitando Rattan, Com Braços E Encosto. Apoio Em Quatro Pernas.;Rivatti;Rivatti;15;30;91;55;50.5;5.8;0.2527;36502462;Cadeira Beatriz C/Braço Branca;7,89952E+12;9401.80.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502462.jpg;;;;;;;311.9;;;MLB186027;;;;
RV-36502155;Puff Mesa Liverpool Pequena Veludo Grafite;Mesa Liverpool Pequena Veludo Grafite;Mesa De Centro Estofada Quadrada, Com Pés De Madeira E Rodízio, Com Capitonê Na Parte Superior Apenas. P.S.: Embalagem Será Feita Aqui, Produto Virá Mumificado;Rivatti;Rivatti;15;12;48;53;53;11;0.1348;36502155;Mesa Liverpool Pequena Veludo Grafite;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502155.jpg;;;;;;;844.9;;;MLB106661;;;;
RV-36502151;Puff Mesa Liverpool Media Linho Bege;Mesa Liverpool Media Linho Bege;Mesa De Centro Estofada Quadrada, Com Pés De Madeira E Rodízio, Com Capitonê Na Parte Superior Apenas. P.S.: Embalagem Será Feita Aqui, Produto Virá Mumificado;Rivatti;Rivatti;15;0;48;93;93;11;0.1348;36502151;Mesa Liverpool Media Linho Bege;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502151.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502151(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502151(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502151(4;;;;;;;1498.9;;;MLB106661;;;;
RV-36502166;Puff Mesa Chelsea Grande Veludo Bege;Mesa Chelsea Grande Veludo Bege;Mesa De Centro Estofada, Com Base Em Madeira, Com Almofada Fixa Na Parte Superior, Revestida Em Veludo Bege.<br/>P.S.: Embalagem Será Feita Aqui, Produto Virá Mumificado;Rivatti;Rivatti;15;10;48;150;53;19;0.3816;36502166;Mesa Chelsea Grande Veludo Bege;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502166.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502166(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502166(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502166(4;;;;;;;1724.9;;;MLB106661;;;;
RV-36502167;Puff Mesa Chelsea Grande Linho Bege;Mesa Chelsea Grande Linho Bege;Mesa De Centro Estofada, Com Base Em Madeira, Com Almofada Fixa Na Parte Superior, Revestida Em Linho Bege.<br/>P.S.: Embalagem Será Feita Aqui, Produto Virá Mumificado;Rivatti;Rivatti;15;10;48;150;53;19;0.3816;36502167;Mesa Chelsea Grande Linho Bege;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502167.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502167(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502167(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502167(4;;;;;;;1724.9;;;MLB106661;;;;
RV-36501809;Puff Mesa Torre Eiffel;Puff Mesa Torre Eiffel;Assento Arredondado Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado; Gavetas Centrais E Pés Em Madeira;Rivatti;Rivatti;15;0;40.5;99;43;12.6;0.1724;36501809;Puff Mesa Torre Eiffel;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501809.jpg;;;;;;;570.9;;;MLB106661;;
RV-36501810;Puff Mesa Big Bem;Puff Mesa Big Bem;Assento Arredondado Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado; Gavetas Centrais E Pés Em Madeira;Rivatti;Rivatti;15;8;40.5;99;43;12.6;0.1724;36501810;Puff Mesa Big Bem;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501810.jpg;;;;;;;570.9;;;MLB106661;;
RV-36501804;Puff Box Marilyn Sexy;Puff Box Marilyn Sexy; Assento Quadrado, Dobrável, Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado.;Rivatti;Rivatti;15;6;33;44;44;4.5;0.0638;36501804;Puff Box Marilyn Sexy;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501804.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501804(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501804(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501804(4;;;;;;;208.9;;;MLB106661;;;
RV-36501805;Puff Box Londres;Puff Box Londres; Assento Quadrado, Dobrável, Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado.;Rivatti;Rivatti;15;20;33;44;44;4.5;0.0638;36501805;Puff Box Londres;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501805.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501805(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501805(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501805(4;;;;;;;208.9;;;MLB106661;;;
RV-36501802;Puff Box Nova York;Puff Box Nova York; Assento Quadrado, Dobrável, Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado.;Rivatti;Rivatti;15;15;33;44;44;4.5;0.0638;36501802;Puff Box Nova York;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501802.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501802(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501802(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501802(4;;;;;;;208.9;;;MLB106661;;;
RV-36501803;Puff Box Underground;Puff Box Underground; Assento Quadrado, Dobrável, Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado.;Rivatti;Rivatti;15;6;33;44;44;4.5;0.0638;36501803;Puff Box Underground;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501803.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501803(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501803(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501803(4;;;;;;;208.9;;;MLB106661;;;
RV-36501806;Puff Box Torre Eiffel E Arco;Puff Box Torre Eiffel E Arco; Assento Quadrado, Dobrável, Composto Por Estrutura De Madeira; Estofado E Revestido Em Pu (Poliuretano) Estampado.;Rivatti;Rivatti;15;10;33;44;44;4.5;0.0638;36501806;Puff Box Torre Eiffel E Arco;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501806.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501806(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501806(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501806(4;;;;;;;208.9;;;MLB106661;;;
RV-36501847;Puff 210 Reino Unido;Puff 210 Reino Unido;Assento Arredondado Composto Por Estrutura De Madeira Mdf. Estofado E Revestido Com Pu (Poliuretano) Estampado. Assento Com Rodízios Compostos Em Madeira.;Rivatti;Rivatti;15;11;43;51;51;5.3;0.1118;36501847;Puff 210 Reino Unido;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501847.jpg;;;;;;;371.9;;;MLB106661;;;;
RV-36501797;Puff 210 Estátua Da Liberdade;Puff 210 Estátua Da Liberdade;Assento Arredondado Composto Por Estrutura De Madeira Mdf. Estofado E Revestido Com Pu (Poliuretano) Estampado. Assento Com Rodízios Compostos Em Madeira.;Rivatti;Rivatti;15;6;43;51;51;5.3;0.1118;36501797;Puff 210 Estátua Da Liberdade;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501797.jpg;;;;;;;371.9;;;MLB106661;;;;
RV-36501801;Puff 220 Marilyn;Puff 220 Marilyn;Assento Arredondado Composto Por Estrutura De Madeira Mdf. Estofado E Revestido Com Pu (Poliuretano) Estampado. Assento Com Rodízios Compostos Em Madeira.;Rivatti;Rivatti;15;0;43;51;51;5.3;0.1118;36501801;Puff 220 Marilyn;7,89952E+12;9401.61.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501801.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501801(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501801(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501801(4;;;;;;;359.9;;;MLB106661;;;;
RV-36502665;Cadeira Katrina Infantil Branca;Cadeira Katrina Infantil Branca;"Cadeira Em Madeira Bétula, Com Assento Em Rattan Natural, Com 4 Pernas Para Sustentação. Possui Encosto Com Detalhe Formando ""X"". Não Possui Braços Nem Apoio Para Pés. *Produto Embalado Na Origem. Sem Detalhe Rústico.";Rivatti;Rivatti;15;10;67;38.5;45;3.85;0.116;36502665;Cadeira Katrina Infantil Branca;7,89952E+12;9401.69.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502665.jpg;;;;;;;467.9;;;MLB186027;;;;
RV-36502666;Cadeira Katrina Infantil Amarela;Cadeira Katrina Infantil Amarela;"Cadeira Em Madeira Bétula, Com Assento Em Rattan Natural, Com 4 Pernas Para Sustentação. Possui Encosto Com Detalhe Formando ""X"". Não Possui Braços Nem Apoio Para Pés. *Produto Embalado Na Origem. Sem Detalhe Rústico.";Rivatti;Rivatti;15;10;67;38.5;45;3.85;0.116;36502666;Cadeira Katrina Infantil Amarela;7,89952E+12;9401.69.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502666.jpg;;;;;;;467.9;;;MLB186027;;;;
RV-36502839;Cadeira de Escritório Córdoba Branca;Cadeira de Escritório Córdoba Branca;Cadeira Para Escritório Giratória, Com Mecanismo De Regulagem De Altura E Sistema De Relax, Estrutura Da Base Em Nylon Pintado, Braços Em Polipropileno Revestidos Em Poliuretano (Pu), Assento E Encosto Revestidos Em Pu, Com Rodízios.;Rivatti;Rivatti;15;20;80;32;65;17;0.1664;36502839;Cadeira de Escritório Córdoba Branca;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502839.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502839(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502839(3).jpg|;;;;;;;796.9;;;MLB186027;;;;
RV-36501612;Cadeira de Escritório Hera Gelo Assento Cinza Base Slim;Cadeira de Escritório Hera Gelo Assento Cinza Base Slim;Cadeira Com Base Móvel, Giratória E Com Ajuste De Altura, Base Em Alumínio E Rodízios Em Plástico Poliuretano. Encosto Das Contas Em Plástico Nylon Flexível, E Apoio Para Os Braços Em Plástico Nylon Assento Com Estrutura Em Plástico Nylon E Tela Mesh (Ela;Rivatti;Rivatti;15;50;59;60;27;12;0.0955;36501612;Cadeira de Escritório Hera Gelo Assento Cinza Base Slim;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501612.jpg;;;;;;;949.9;;;MLB186027;;;;
RV-36502521;Cadeira de Escritório Hera Preta Assento Pto Base Slim;Cadeira de Escritório Hera Preta Assento Pto Base Slim;Cadeira Com Base Móvel, Giratória E Com Ajuste De Altura, Base Em Alumínio E Rodízios Em Plástico Poliuretano. Encosto Das Contas Em Plástico Nylon Flexível, E Apoio Para Os Braços Em Plástico Nylon Assento Com Estrutura Em Plástico Nylon E Tela Mesh (Ela;Rivatti;Rivatti;15;50;59;60;27;12;0.0955;36502521;Cadeira de Escritório Hera Preta Assento Pto Base Slim;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502521.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502521(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502521(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502521(4;;;;;;;949.9;;;MLB186027;;;;
RV-36501090;Cadeira de Escritório Morfeu Cinza Base Alumínio;Cadeira de Escritório Morfeu Cinza Base Alumínio;Cadeira Móvel, Giratória E Com Ajuste De Altura Base Em Alumínio E Rodízios Em Plástico Poliuretano. Estrutura Do Assento E Do Encosto Das Costas Em Plástico Nylon Assento E Encosto Das Costas Em Tela Mesh (Elastômero E Poliéster) Encosto Para Os Braços E;Rivatti;Rivatti;15;25;62;62;28;12.5;0.1076;36501090;Cadeira de Escritório Morfeu Cinza Base Alumínio;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501090.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501090(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501090(3).jpg|;;;;;;;940.9;;;MLB186027;;;;
RV-36501086;Cadeira de Escritório Hera Gelo Ass. Grafite Base Cromada;Cadeira de Escritório Hera Gelo Ass. Grafite Base Cromada;Cadeira Com Base Móvel, Giratória E Com Ajuste De Altura, Base Em Ferro Cromado E Rodízios Em Plástico Poliuretano. Encosto Das Contas Em Plástico Nylon Revestido Por Tela Mesh (Elastômero E Poliéster), E Apoio Para Os Braços Em Plástico Nylon Assento Com;Rivatti;Rivatti;15;40;59;60;27;12;0.0955;36501086;Cadeira de Escritório Hera Gelo Ass. Grafite Base Cromada;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501086.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501086(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501086(3).jpg|;;;;;;;894.9;;;MLB186027;;;;
RV-36501087;Cadeira de Escritório Hera Preta Assento Pto Base Cromada;Cadeira de Escritório Hera Preta Assento Pto Base Cromada;Cadeira Com Base Móvel, Giratória E Com Ajuste De Altura, Base Em Ferro Cromado E Rodízios Em Plástico Poliuretano. Encosto Das Contas Em Plástico Nylon Revestido Por Tela Mesh (Elastômero E Poliéster), E Apoio Para Os Braços Em Plástico Nylon Assento Com;Rivatti;Rivatti;15;20;59;60;27;12;0.0955;36501087;Cadeira de Escritório Hera Preta Assento Pto Base Cromada;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501087.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501087(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501087(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36501087(4;;;;;;;894.9;;;MLB186027;;;;
RV-36502032;Cadeira de Escritório Morfeu Cinza Base Cromada;Cadeira de Escritório Morfeu Cinza Base Cromada;Cadeira Móvel, Giratória E Com Ajuste De Altura Base Em Ferro Cromado E Rodízios Em Plástico Poliuretano. Estrutura Do Assento E Do Encosto Das Costas Em Plástico Nylon Assento E Encosto Das Costas Em Tela Mesh (Elastômero E Poliéster) Encosto Para Os Bra;Rivatti;Rivatti;15;10;60;59;27;12.5;0.0955;36502032;Cadeira de Escritório Morfeu Cinza Base Cromada;7,89952E+12;9401.30.90;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502032.jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502032(2).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502032(3).jpg|http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36502032(4;;;;;;;877.9;;;MLB186027;;;;
