sku;nome;nomeml;descriÃ§Ã£o;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
9788536192048;Administração de Cargos e Salários. Carreiras e Remuneração;;;BOOKPARTNERS;;0;0;0,82;0,21;0,33;0,27;1;213;Administração de Cargos e Salários. Carreiras e Remuneração;9788536192048;49019900;9788536192048;1;XXX;XXX;XXX;XXX;XXX;XXXX;XXX;108,9;XXX;XXX;XXX;XXX;XXX;XXX;XXX
