sku;nome;nomeml;descrição;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
Cromus_23010820;10 Caixas Mini com Alca Circus Decoração Festas;10 Caixas Mini com Alca Circus Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixinha para doces, lembrancinhas ou decoração<br/>Dimensões: C 5,2 x L 5,2 x A 10,2cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Circus<br/><strong>Material: </strong>Papel Cartão<br/><strong>Cores: </strong>Colorido<br/><strong>Categoria: </strong>Circus<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;23010820;10 Caixas Mini com Alca Circus Decoração Festas;7909107741362;48102990;;0;http://img.png;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_23010304;10 Caixas Mini Jardim Das Borboletas Pqn Decoração Festas;10 Caixas Mini Jardim Das Borboletas Pqn Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixinha para doces, lembrancinhas ou decoração<br/>Dimensões: C 5,5 x L 5,5 x A 6cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Jardim das Borboletas<br/><strong>Material: </strong>Papel Cartão<br/><strong>Cores: </strong>Lilas, Branco<br/><strong>Categoria: </strong>Jardim das Borboletas<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;23010304;10 Caixas Mini Jardim Das Borboletas Pqn Decoração Festas;7909107538696;48102990;;0;http://img.png;;;;Lilas, Branco;90 dias;Papel Cartão;;;;;;;;
Cromus_23010718;10 Caixas Mini Xicara Composê Chá Meninas Decoração Festas;10 Caixas Mini Xicara Composê Chá Meninas Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixinha para doces, lembrancinhas ou decoração<br/>Dimensões: C 5,7 x L 5,7 x A 5,7cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Chá das Meninas<br/><strong>Material: </strong>Papel Cartão<br/><strong>Cores: </strong>Colorido<br/><strong>Categoria: </strong>Chá das Meninas<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;23010718;10 Caixas Mini Xicara Composê Chá Meninas Decoração Festas;7909107736221;48102990;;0;http://img.png;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_21010121;10 Kit Lembrancinhas Aventureiro G Decoração Festas;10 Kit Lembrancinhas Aventureiro G Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Aventureiro<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Azul<br/><strong>Categoria: </strong>Aventureiro<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010121;10 Kit Lembrancinhas Aventureiro G Decoração Festas;;48102990;;0;http://img.png;;;;Azul;90 dias;Papel;;;;;;;;
Cromus_21010112;10 Kit Lembrancinhas Ballet G Decoração Festas;10 Kit Lembrancinhas Ballet G Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Ballet<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Rosa<br/><strong>Categoria: </strong>Ballet<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010112;10 Kit Lembrancinhas Ballet G Decoração Festas;7909107712560;48102990;;0;http://img.png;;;;Rosa;90 dias;Papel;;;;;;;;
Cromus_21010107;10 Kit Lembrancinhas Batismo Sortido G Decoração Festas;10 Kit Lembrancinhas Batismo Sortido G Decoração Festas;Produto perfeito para festas de batismo Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Batismo<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Bege, Pardo<br/><strong>Categoria: </strong>Batismo<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010107;10 Kit Lembrancinhas Batismo Sortido G Decoração Festas;7909107709539;48102990;;0;http://img.png;;;;Bege, Pardo;90 dias;Papel;;;;;;;;
Cromus_21010047;10 Kit Lembrancinhas Carneirinhos G Decoração Festas;10 Kit Lembrancinhas Carneirinhos G Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Sonho de Carneirinhos<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Marfim<br/><strong>Categoria: </strong>Sonho de Carneirinhos<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010047;10 Kit Lembrancinhas Carneirinhos G Decoração Festas;7909107531949;48102990;;0;http://img.png;;;;Marfim;90 dias;Papel;;;;;;;;
Cromus_21010048;10 Kit Lembrancinhas Carrossel G Decoração Festas;10 Kit Lembrancinhas Carrossel G Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Carrossel<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Rosa<br/><strong>Categoria: </strong>Carrossel<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010048;10 Kit Lembrancinhas Carrossel G Decoração Festas;7909107533011;48102990;;0;http://img.png;;;;Rosa;90 dias;Papel;;;;;;;;
Cromus_21010119;10 Kit Lembrancinhas Chá Das Meninas G Decoração Festas;10 Kit Lembrancinhas Chá Das Meninas G Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Chá das Meninas<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Rosa, Azul<br/><strong>Categoria: </strong>Chá das Meninas<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010119;10 Kit Lembrancinhas Chá Das Meninas G Decoração Festas;7909107741683;48102990;;0;http://img.png;;;;Rosa, Azul;90 dias;Papel;;;;;;;;
Cromus_21010116;10 Kit Lembrancinhas Chá de Cozinha G Decoração Festas;10 Kit Lembrancinhas Chá de Cozinha G Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Kit de sacolinha para lembrancinha<br/>O kit contém: saquinho de papel, fechamento e pregador<br/>Dimensões: A 14 x L 8 x Sanf. 4cm<br/>Unidades: 10<br/>Procure todos os nossos produtos para festa tema Chá de Cozinha<br/><strong>Material: </strong>Papel<br/><strong>Cores: </strong>Amarelo<br/><strong>Categoria: </strong>Chá de Cozinha<br/><strong>Obs.: </strong><strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;5;0;1;1;1;1;0;21010116;10 Kit Lembrancinhas Chá de Cozinha G Decoração Festas;7909107741676;48102990;;0;http://img.png;;;;Amarelo;90 dias;Papel;;;;;;;;
