sku;nome;nomeml;descriÃ§Ã£o;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
Cromus_23010208;8 Convites Chá de Lingerie  Decoração Festas;8 Convites Chá de Lingerie  Decoração Festas;Produto perfeito para festas de aniversário, despedida de solteira, ou reunião de amigas!. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Convite para festa.<br/>Dimensões: L 10 x A 18cm<br/><br/>Procure todos os nossos produtos tema <strong>Chá de Lingerie</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Preto, Pink<strong>Imagens meramente ilustrativas</strong>;Cromus;Cromus;15;9999;1;30;30;30;;Cromus_23010208;8 Convites Chá de Lingerie  Decoração Festas;7909107528901;49090000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010208.jpg;;;;;;;9,9;;;;;;;
