sku;nome;nomeml;descricao;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
Cromus_23010380;10 Caixas Cupcake com Alça Listras/Poa Vermelho Dec. Festas;10 Caixas Cupcake com Alça Listras/Poa Vermelho Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 7 x L 7 x A 9cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Vermelho<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;33;1;1;1;1;1;23010380;10 Caixas Cupcake com Alça Listras/Poa Vermelho Dec. Festas;7909107541740;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010380.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Vermelho;90 dias;Papel Cartão;;;;;;;;
Cromus_253138;10 Caixas Cupcake com Alça Vitrine Decoração Festas;10 Caixas Cupcake com Alça Vitrine Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 7 x L 7 x A 9cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;35;1;1;1;1;1;253138;10 Caixas Cupcake com Alça Vitrine Decoração Festas;7899440930588;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/253138.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_23010389;10 Caixas Cupcake Fogãozinho Azul Decoração Festas;10 Caixas Cupcake Fogãozinho Azul Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes<br/>Dimensões: C 9,5 x L 8,5 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Azul<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;10;1;1;1;1;1;23010389;10 Caixas Cupcake Fogãozinho Azul Decoração Festas;7909107541986;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010389.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Azul;90 dias;Papel Cartão;;;;;;;;
Cromus_23010391;10 Caixas Cupcake Fogãozinho Pink Decoração Festas;10 Caixas Cupcake Fogãozinho Pink Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes<br/>Dimensões: C 9,5 x L 8,5 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Pink<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;35;1;1;1;1;1;23010391;10 Caixas Cupcake Fogãozinho Pink Decoração Festas;7909107542044;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010391.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Pink;90 dias;Papel Cartão;;;;;;;;
Cromus_23010388;10 Caixas Cupcake Fogãozinho Rosa Decoração Festas;10 Caixas Cupcake Fogãozinho Rosa Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes<br/>Dimensões: C 9,5 x L 8,5 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Rosa<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;0;1;1;1;1;1;23010388;10 Caixas Cupcake Fogãozinho Rosa Decoração Festas;7909107541962;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010388.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Rosa;90 dias;Papel Cartão;;;;;;;;
Cromus_23010390;10 Caixas Cupcake Fogãozinho Vermelho Dec. Festas;10 Caixas Cupcake Fogãozinho Vermelho Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes<br/>Dimensões: C 9,5 x L 8,5 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Vermelho<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;12;1;1;1;1;1;23010390;10 Caixas Cupcake Fogãozinho Vermelho Dec. Festas;7909107542020;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010390.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Vermelho;90 dias;Papel Cartão;;;;;;;;
Cromus_266004;10 Caixas Cupcake Mini com Alca Candy Colors Dec. Festas;10 Caixas Cupcake Mini com Alca Candy Colors Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;23;1;1;1;1;1;266004;10 Caixas Cupcake Mini com Alca Candy Colors Dec. Festas;7909107319981;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/266004.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_266005;10 Caixas Cupcake Mini com Alca Gourmet Dec. Festas;10 Caixas Cupcake Mini com Alca Gourmet Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;29;1;1;1;1;1;266005;10 Caixas Cupcake Mini com Alca Gourmet Dec. Festas;7909107320789;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/266005.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_23010376;10 Caixas Cupcake Mini com Alça List/Poa Vm Decoração Festas;10 Caixas Cupcake Mini com Alça List/Poa Vm Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Vermelho<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;44;1;1;1;1;1;23010376;10 Caixas Cupcake Mini com Alça List/Poa Vm Decoração Festas;7909107541665;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010376.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Vermelho;90 dias;Papel Cartão;;;;;;;;
Cromus_23010374;10 Caixas Cupcake Mini com Alca Listras/Poa Azul Dec. Festas;10 Caixas Cupcake Mini com Alca Listras/Poa Azul Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Azul<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;22;1;1;1;1;1;23010374;10 Caixas Cupcake Mini com Alca Listras/Poa Azul Dec. Festas;7909107541627;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010374.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Azul;90 dias;Papel Cartão;;;;;;;;
Cromus_23010375;10 Caixas Cupcake Mini com Alca Listras/Poa Pink Dec. Festas;10 Caixas Cupcake Mini com Alca Listras/Poa Pink Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Pink<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;27;1;1;1;1;1;23010375;10 Caixas Cupcake Mini com Alca Listras/Poa Pink Dec. Festas;7909107541641;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010375.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Pink;90 dias;Papel Cartão;;;;;;;;
Cromus_23010373;10 Caixas Cupcake Mini com Alca Listras/Poa Rosa Dec. Festas;10 Caixas Cupcake Mini com Alca Listras/Poa Rosa Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Rosa<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;12;1;1;1;1;1;23010373;10 Caixas Cupcake Mini com Alca Listras/Poa Rosa Dec. Festas;7909107541603;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010373.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Rosa;90 dias;Papel Cartão;;;;;;;;
Cromus_266002;10 Caixas Cupcake Mini com Alca Vitrine Dec. Festas;10 Caixas Cupcake Mini com Alca Vitrine Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Linda caixa para cupcakes com Alça<br/>Dimensões: C 6 x L 6 x A 8,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;43;1;1;1;1;1;266002;10 Caixas Cupcake Mini com Alca Vitrine Dec. Festas;7909107319929;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/266002.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_253585;10 Caixas Cupcake Yummi Médio Decoração Festas;10 Caixas Cupcake Yummi Médio Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixa para cupcake. O Wrap para o cupcake é vendido separadamente<br/>Dimensões: C 9 x L 9 x A 14cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;10;1;1;1;1;1;253585;10 Caixas Cupcake Yummi Médio Decoração Festas;7909107322295;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/253585.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_253592;10 Caixas Cupcake Yummi Pequeno Decoração Festas;10 Caixas Cupcake Yummi Pequeno Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixa para cupcake. O Wrap para o cupcake é vendido separadamente<br/>Dimensões: C5,5 x L 5,5 x A 9,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Festa</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;51;1;1;1;1;1;253592;10 Caixas Cupcake Yummi Pequeno Decoração Festas;7909107325333;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/253592.jpg|http://tamarindos.com.br/imagems/Cupcake/Cupcakes.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
Cromus_23010396;10 Caixas Lembrança Mini Noivinhos  Dec. Festas;10 Caixas Lembrança Mini Noivinhos  Dec. Festas;Produto perfeito para decorar a festa de casamento. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixina para doces e comida com formato de noiva e noivo<br/>Dimensões:<br/>- Noivo.: C 5 x L 2,5 x A 6cm<br/>- Noiva.: C 6 x L 3,5 x A 4,5cm<br/><br/>Procure todos os nossos produtos tema <strong>Noivinhos</strong><br/><strong>Material: </strong> Papel<br/><strong>Cor: </strong> Preto, Branco<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;21;1;1;1;1;1;23010396;10 Caixas Lembrança Mini Noivinhos  Dec. Festas;7909107542389;48192000;;0;http://tamarindos.com.br/imagems/CromusTotal/23010396.jpg|http://tamarindos.com.br/imagems/Noivinhos/Noivinhos.jpg;;;;Preto, Branco;90 dias;Papel;;;;;;;;
Cromus_23010630;10 Caixas Maleta Kids Ballet Médio Decoração Festas;10 Caixas Maleta Kids Ballet Médio Decoração Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixa para lembrancinhas<br/>Dimensões: C 12 x L 8 x A 12cm<br/><br/>Procure todos os nossos produtos tema <strong>Ballet</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Rosa<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;79;1;1;1;1;1;23010630;10 Caixas Maleta Kids Ballet Médio Decoração Festas;7909107712027;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010630.jpg|http://tamarindos.com.br/imagems/Ballet/Ballet.jpg;;;;Rosa;90 dias;Papel Cartão;;;;;;;;
Cromus_23010245;10 Caixas Maleta Kids Carneirinhos Médio Dec. Festas;10 Caixas Maleta Kids Carneirinhos Médio Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixa para lembrancinhas<br/>Dimensões: C 12 x L 8 x A 12cm<br/><br/>Procure todos os nossos produtos tema <strong>Sonho de Carneirinhos</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Marfim, Verde<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;16;1;1;1;1;1;23010245;10 Caixas Maleta Kids Carneirinhos Médio Dec. Festas;7909107531482;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010245.jpg|http://tamarindos.com.br/imagems/Sonho_de_Carnerinhos/Carneirinho.jpg;;;;Marfim, Verde;90 dias;Papel Cartão;;;;;;;;
Cromus_23010249;10 Caixas Maleta Kids Carrossel Sort. Médio Dec. Festas;10 Caixas Maleta Kids Carrossel Sort. Médio Dec. Festas;Produto perfeito para festas de aniversário, reuniões de amigos ou chás de bebês. Com esse produto você receberá diversos elogios de seus convidados pelo bom gosto na escolha para decorar ambientes<br/><br/><strong>Características</strong><br/>Caixa para lembrancinhas<br/>Dimensões: C 12 x L 8 x A 12cm<br/><br/>Procure todos os nossos produtos tema <strong>Carrossel</strong><br/><strong>Material: </strong> Papel Cartão<br/><strong>Cor: </strong> Colorido<strong>Imagens meramente ilustrativas</strong>;cromus;cromus;9;30;1;1;1;1;1;23010249;10 Caixas Maleta Kids Carrossel Sort. Médio Dec. Festas;7909107533035;48102990;;0;http://tamarindos.com.br/imagems/CromusTotal/23010249.jpg|http://tamarindos.com.br/imagems/Carrosel/Cromus_Carrossel24-1.jpg;;;;Colorido;90 dias;Papel Cartão;;;;;;;;
